,Insult,Date,Comment,Comment_stemmed,Comment constructed,comment length,sentences length,max length
3865,1,20120610123919Z, Funny you on here talking about the soulful ghetto black people but you on a black site that markets to the ghetto .  You know you wish you were black .  And if you are black you are a sellout nigger lol .  you are just an actor .  On here to create arguments and division .  I see through fools like you .  You came here to play a role .  Keep playing it because soon its gonna end .  Good day .  ,funni you on here talk about the soul ghetto black peopl but you on a black site that market to the ghetto . you know you wish you were black . and if you are black you are a sellout nigger lol . you are just an actor . on here to creat argument and divis . i see through fool like you . you came here to play a role . keep play it becaus soon it gonna end . good day .,"['Funny you on here talking about the soulful ghetto black people but you on a black site that markets to the ghetto', 'You know you wish you were black', 'And if you are black you are a sellout nigger lol', 'you are just an actor', 'On here to create arguments and division', 'I see through fools like you', 'You came here to play a role', 'Keep playing it because soon its gonna end', 'Good day']",9,"[22, 7, 11, 5, 7, 6, 7, 8, 2]",22
3866,0,20120528193604Z," _hashtag_ yeah ,  do not forget Rev .  Wright got $150k to keep his mouth shut in 2008 .  Mother is milk indeed .  ","_hashtag_ yeah , do not forget rev . wright got $150k to keep his mouth shut in 2008 . mother is milk inde .","['_hashtag_ yeah do not forget Rev', 'Wright got 150k to keep his mouth shut in 2008', 'Mother is milk indeed']",3,"[6, 10, 4]",10
3867,0,20120618200642Z," At least you are ,  and thats for sure .  :o) ","at least you are , and that for sure . :o)","['At least you are and thats for sure', 'o']",2,"[8, 1]",8
3868,0,20120515053327Z, I recently just watched the documentary Such Hawks Such Hounds and holy god damn sunnuva bitch are there a whole lot of bands I need to start listening to .  I have no idea how I have gone this long without listening to Sir Lord Baltimore .  ,i recent just watch the documentari such hawk such hound and holi god damn sunnuva bitch are there a whole lot of band i need to start listen to . i have no idea how i have gone this long without listen to sir lord baltimor .,"['I recently just watched the documentary Such Hawks Such Hounds and holy god damn sunnuva bitch are there a whole lot of bands I need to start listening to', 'I have no idea how I have gone this long without listening to Sir Lord Baltimore']",2,"[29, 16]",29
3869,0,20120528200011Z, you are a lucky man to have such a clever wife .  ,you are a lucki man to have such a clever wife .,['you are a lucky man to have such a clever wife'],1,[11],11
3870,0,20120620023910Z," In 2001 ,  Yomtov AKA Mark ,  pleaded guilty to molesting the boys ,  aged between 8 and 10 .  He served one year in prison and was required to register as a sex offender.\r \r Yomtov AKA Mark has been in violation of sex offender registration requirements since March 2003 ,  according to the website of the California Attorney General¡¯s Office .  A spokesman for Attorney General Kamala Harris did not respond to requests for clarification on Yomtov¡¯s whereabouts .  ","in 2001 , yomtov aka mark , plead guilti to molest the boy , age between 8 and 10 . he serv one year in prison and was requir to regist as a sex offender.\r \r yomtov aka mark has been in violat of sex offend registr requir sinc march 2003 , accord to the websit of the california attorney general offic . a spokesman for attorney general kamala harri did not respond to request for clarif on yomtov whereabout .","['In 2001 Yomtov AKA Mark pleaded guilty to molesting the boys aged between 8 and 10', 'He served one year in prison and was required to register as a sex offender', 'r r Yomtov AKA Mark has been in violation of sex offender registration requirements since March 2003 according to the website of the California Attorney General s Office', 'A spokesman for Attorney General Kamala Harris did not respond to requests for clarification on Yomtov s whereabouts']",4,"[16, 15, 28, 18]",28
3871,0,20120528105319Z," Oh dear ,  now you will be sorry ,  in fact you will probably wish you had never been born .  If you had smuggled it into the UK and were unlucky enough to get caught ,  you would have got a slapped wrist by one of our weak judges .  Asia is different ,  drugs are not tolerated ,  there are NO human rights ,  sentences are long ,  prisons are real prisons not like the UK world famous holiday camps !!  ","oh dear , now you will be sorri , in fact you will probabl wish you had never been born . if you had smuggl it into the uk and were unlucki enough to get caught , you would have got a slap wrist by one of our weak judg . asia is differ , drug are not toler , there are no human right , sentenc are long , prison are real prison not like the uk world famous holiday camp !!","['Oh dear now you will be sorry in fact you will probably wish you had never been born', 'If you had smuggled it into the UK and were unlucky enough to get caught you would have got a slapped wrist by one of our weak judges', 'Asia is different drugs are not tolerated there are NO human rights sentences are long prisons are real prisons not like the UK world famous holiday camps']",3,"[18, 28, 27]",28
3872,0,20120528235320Z, I never said what works for the baby .  I said what works for the mother in terms of her health conditions .  And her ability to labor and deliver safely.\r \r No one wants to kill babies or mothers .  Not ever careless Obs .  ,i never said what work for the babi . i said what work for the mother in term of her health condit . and her abil to labor and deliv safely.\r \r no one want to kill babi or mother . not ever careless ob .,"['I never said what works for the baby', 'I said what works for the mother in terms of her health conditions', 'And her ability to labor and deliver safely', 'r r No one wants to kill babies or mothers', 'Not ever careless Obs']",5,"[8, 13, 8, 10, 4]",13
3873,0,20120529014504Z, Nuclear fallout causes cancer .  I do not see them trying to prevent it .  ,nuclear fallout caus cancer . i do not see them tri to prevent it .,"['Nuclear fallout causes cancer', 'I do not see them trying to prevent it']",2,"[4, 9]",9
3874,0,20120530024324Z, are you still here ?  ,are you still here ?,['are you still here'],1,[4],4
3875,0,20120527204429Z, National Post = National Inquirer ,nation post = nation inquir,['National Post National Inquirer'],1,[4],4
3876,1,20120530132041Z," gungongoon ,  you make Britain what it is today ,  full of cretinous maggots such as yourself .  If you cant say anything intelligent why dont you just keep your big fat mouth shut .  ","gungongoon , you make britain what it is today , full of cretin maggot such as yourself . if you cant say anyth intellig whi dont you just keep your big fat mouth shut .","['gungongoon you make Britain what it is today full of cretinous maggots such as yourself', 'If you cant say anything intelligent why dont you just keep your big fat mouth shut']",2,"[15, 16]",16
3877,0,, If the Dems want to keep their asses in office then they best toe the line and protect Unions damnit !  ,if the dem want to keep their ass in offic then they best toe the line and protect union damnit !,['If the Dems want to keep their asses in office then they best toe the line and protect Unions damnit'],1,[20],20
3878,1,20120529201705Z," You should man the fuck up and read the God dammned books .  Then whenever someone brings this shit up you can say well ,  I do not watch much TV ,  but in the book ..  ","you should man the fuck up and read the god dammn book . then whenev someon bring this shit up you can say well , i do not watch much tv , but in the book ..","['You should man the fuck up and read the God dammned books', 'Then whenever someone brings this shit up you can say well I do not watch much TV but in the book']",2,"[12, 21]",21
3879,0,20120612123255Z, con il mio nokia rifutavo le chiamate a rutti ,con il mio nokia rifutavo le chiamat a rutti,['con il mio nokia rifutavo le chiamate a rutti'],1,[9],9
3880,1,20120609170725Z," You all suck ,  like hungry hookers .  ","you all suck , like hungri hooker .",['You all suck like hungry hookers'],1,[6],6
3881,0,," Love another ?..  But do not love another more than we love our gawd ,  or else he will throw us to hell for all eternity as jesus says in the bible ,  multiple times .  But do not love gay people .  Kill them .  Kill them all .  Kill all nonbelievers as well .  And witches .  And servants of other gods .  Disobeying children ?  Must be slaughtered .  Children who call our prophets bald ?  Must be torn apart by bears sent by god .  Adulterers ?  Pfft ,  them too .  And so on ,  ad infinitum .  Kill everyone .  Except the mindless zealots .  Please .  The intellectual inconsistency you demonstrate here makes me dizzy .  It was SECULARISM and HUMANIST IDEAS that pulled our little society out from the muck of religious people like you ,  and worse .  Don t you dare to tell me ,  or any other human being that we were born faulty ,  sinful ,  worthless .  ","love anoth ?.. but do not love anoth more than we love our gawd , or els he will throw us to hell for all etern as jesus say in the bibl , multipl time . but do not love gay peopl . kill them . kill them all . kill all nonbeliev as well . and witch . and servant of other god . disobey children ? must be slaughter . children who call our prophet bald ? must be torn apart by bear sent by god . adulter ? pfft , them too . and so on , ad infinitum . kill everyon . except the mindless zealot . pleas . the intellectu inconsist you demonstr here make me dizzi . it was secular and humanist idea that pull our littl societi out from the muck of religi peopl like you , and wors . don t you dare to tell me , or ani other human be that we were born faulti , sin , worthless .","['Love another', 'But do not love another more than we love our gawd or else he will throw us to hell for all eternity as jesus says in the bible multiple times', 'But do not love gay people', 'Kill them', 'Kill them all', 'Kill all nonbelievers as well', 'And witches', 'And servants of other gods', 'Disobeying children', 'Must be slaughtered', 'Children who call our prophets bald', 'Must be torn apart by bears sent by god', 'Adulterers', 'Pfft them too', 'And so on ad infinitum', 'Kill everyone', 'Except the mindless zealots', 'Please', 'The intellectual inconsistency you demonstrate here makes me dizzy', 'It was SECULARISM and HUMANIST IDEAS that pulled our little society out from the muck of religious people like you and worse', 'Don t you dare to tell me or any other human being that we were born faulty sinful worthless']",21,"[2, 30, 6, 2, 3, 5, 2, 5, 2, 3, 6, 9, 1, 3, 5, 2, 4, 1, 9, 22, 19]",30
3882,0,20120528061429Z, weapons ??  what planet are you on ??  ,weapon ?? what planet are you on ??,"['weapons', 'what planet are you on']",2,"[1, 5]",5
3883,0,," Yet another Straight to DVD cliche Gangster film no doubt .  Starring ,  1 trick pony Danny Dyer and drinking pal Tamer Hassan .  Seriously ?  what fool finances these films ?  Steer well clear Mr Wright if you actually want to make something of yourself on the big screen .  ","yet anoth straight to dvd clich gangster film no doubt . star , 1 trick poni danni dyer and drink pal tamer hassan . serious ? what fool financ these film ? steer well clear mr wright if you actual want to make someth of yourself on the big screen .","['Yet another Straight to DVD cliche Gangster film no doubt', 'Starring 1 trick pony Danny Dyer and drinking pal Tamer Hassan', 'Seriously', 'what fool finances these films', 'Steer well clear Mr Wright if you actually want to make something of yourself on the big screen']",5,"[10, 11, 1, 5, 18]",18
3884,0,20120611191503Z, dropped the ball ?  did they not just lower all their previous models by $100 as well as refresh them with intels latest architecture ?  ,drop the ball ? did they not just lower all their previous model by $100 as well as refresh them with intel latest architectur ?,"['dropped the ball', 'did they not just lower all their previous models by 100 as well as refresh them with intels latest architecture']",2,"[3, 20]",20
3885,1,20120620000450Z, you are a fool and do not understand the flattening of the world .  ,you are a fool and do not understand the flatten of the world .,['you are a fool and do not understand the flattening of the world'],1,[13],13
3886,0,20120515211655Z," If not news worthy ,  why are you posting here ?  ","if not news worthi , whi are you post here ?",['If not news worthy why are you posting here'],1,[9],9
3887,0,," _hashtag_ OMG !  I wish I could say I hadn t gone through it ,  but I have .  I once dated a guy who had lost his job .  His fiance had broken up with him because she didn t want to marry an unemployed man.Silly me thought I would be rewarded for being a good woman .  That is what he always said to me .  As soon as he got another job he made himself very scarce .  I was heartbroken .  Thank God it now seems like a lifetime ago .  Unfortunately things didn t turn out that well for him in the long run though .  ","_hashtag_ omg ! i wish i could say i hadn t gone through it , but i have . i onc date a guy who had lost his job . his fianc had broken up with him becaus she didn t want to marri an unemploy man.silli me thought i would be reward for be a good woman . that is what he alway said to me . as soon as he got anoth job he made himself veri scarc . i was heartbroken . thank god it now seem like a lifetim ago . unfortun thing didn t turn out that well for him in the long run though .","['_hashtag_ OMG', 'I wish I could say I hadn t gone through it but I have', 'I once dated a guy who had lost his job', 'His fiance had broken up with him because she didn t want to marry an unemployed man', 'Silly me thought I would be rewarded for being a good woman', 'That is what he always said to me', 'As soon as he got another job he made himself very scarce', 'I was heartbroken', 'Thank God it now seems like a lifetime ago', 'Unfortunately things didn t turn out that well for him in the long run though']",10,"[2, 14, 10, 17, 12, 8, 12, 3, 9, 15]",17
3888,0,20120515062118Z, you konw what ?  just know bullshit ,you konw what ? just know bullshit,"['you konw what', 'just know bullshit']",2,"[3, 3]",3
3889,0,20120619181653Z, Yo !  Anybody add Shoenice on Facebook .  He is this badass dude from NY that eats and drinks anything that is suggested towards him and puts it on Youtube .  _url_ ,yo ! anybodi add shoenic on facebook . he is this badass dude from ny that eat and drink anyth that is suggest toward him and put it on youtub . _url_,"['Yo', 'Anybody add Shoenice on Facebook', 'He is this badass dude from NY that eats and drinks anything that is suggested towards him and puts it on Youtube', '_url_']",4,"[1, 5, 22, 1]",22
3890,0,20120527180529Z, Been here the whole time with this terrible team ,been here the whole time with this terribl team,['Been here the whole time with this terrible team'],1,[9],9
3891,0,20120502183946Z, Sounds like you should dump him .  ,sound like you should dump him .,['Sounds like you should dump him'],1,[6],6
3892,0,20120529125634Z," Well !  It is going to be an historic moment when Romney clinches the Republican nomination .  Mitt Romney is a man of questionable legal and moral birth through his family lineage .  There is no doubt he was born in the United States .  But his birth a result of family polygamy presents an affront to the Christian heritage of this great nation .  Mitt Romney is nomination shows just how far this nation has gone ,  in Christian moral decline .  ","well ! it is go to be an histor moment when romney clinch the republican nomin . mitt romney is a man of question legal and moral birth through his famili lineag . there is no doubt he was born in the unit state . but his birth a result of famili polygami present an affront to the christian heritag of this great nation . mitt romney is nomin show just how far this nation has gone , in christian moral declin .","['Well', 'It is going to be an historic moment when Romney clinches the Republican nomination', 'Mitt Romney is a man of questionable legal and moral birth through his family lineage', 'There is no doubt he was born in the United States', 'But his birth a result of family polygamy presents an affront to the Christian heritage of this great nation', 'Mitt Romney is nomination shows just how far this nation has gone in Christian moral decline']",6,"[1, 14, 15, 11, 19, 16]",19
3893,0,20120618200804Z, _hashtag_ yahh..it wa all a false rumor !  Me and dave are pretty tight .  We kid each other like that all the time .  ,_hashtag_ yahh..it wa all a fals rumor ! me and dave are pretti tight . we kid each other like that all the time .,"['_hashtag_ yahh', 'it wa all a false rumor', 'Me and dave are pretty tight', 'We kid each other like that all the time']",4,"[2, 6, 6, 9]",9
3894,1,20120610200754Z, You racist bitch ,you racist bitch,['You racist bitch'],1,[3],3
3895,0,20120528043729Z, Thank you J..you are so kind..Enjoy your week !  ,thank you j..you are so kind..enjoy your week !,"['Thank you J', 'you are so kind', 'Enjoy your week']",3,"[3, 4, 3]",4
3896,0,20120620134306Z, Like you .  ,like you .,['Like you'],1,[2],2
3897,0,20120502170207Z," What the fuck , Why ? I wait for 10 Min and 10 min later I muss wait 23 Hours What the fuck that is shit ","what the fuck , whi ? i wait for 10 min and 10 min later i muss wait 23 hour what the fuck that is shit","['What the fuck Why', 'I wait for 10 Min and 10 min later I muss wait 23 Hours What the fuck that is shit']",2,"[4, 20]",20
3898,1,, You really should get other news sources and get you face out of ther gay mags .  ,you realli should get other news sourc and get you face out of ther gay mag .,['You really should get other news sources and get you face out of ther gay mags'],1,[16],16
3899,0,20120612125928Z," God forbid that Applegadget uses a mouse with three buttons ,  oh the horrors !  ","god forbid that applegadget use a mous with three button , oh the horror !",['God forbid that Applegadget uses a mouse with three buttons oh the horrors'],1,[13],13
3900,0,20120529204418Z, You sure you arnt a pats fan ?  You seem to know alot about them ,you sure you arnt a pat fan ? you seem to know alot about them,"['You sure you arnt a pats fan', 'You seem to know alot about them']",2,"[7, 7]",7
3901,0,20120610041303Z," A hammer .  A hammer works .  Break in with one of those hard rubber ones ,  if you are a sensitive sort .  ","a hammer . a hammer work . break in with one of those hard rubber one , if you are a sensit sort .","['A hammer', 'A hammer works', 'Break in with one of those hard rubber ones if you are a sensitive sort']",3,"[2, 3, 15]",15
3902,0,20120612000545Z," Hey Y10 ,  great mets series ,  missed you all yesterday.Glad we got to use our brooms .  ","hey y10 , great met seri , miss you all yesterday.glad we got to use our broom .","['Hey Y10 great mets series missed you all yesterday', 'Glad we got to use our brooms']",2,"[9, 7]",9
3903,0,20120619095002Z," Why do you think that medics are more important ?  Many other occupations are far more vital to our wellbeing .  We would really be stuck without sanitation engineers or food providers ,  for example .  ","whi do you think that medic are more import ? mani other occup are far more vital to our wellb . we would realli be stuck without sanit engin or food provid , for exampl .","['Why do you think that medics are more important', 'Many other occupations are far more vital to our wellbeing', 'We would really be stuck without sanitation engineers or food providers for example']",3,"[9, 10, 13]",13
3904,1,20120610131048Z," Possibly to get your mother and father ,  you twisted freak !  ","possibl to get your mother and father , you twist freak !",['Possibly to get your mother and father you twisted freak'],1,[10],10
3905,1,20120502193552Z," You people ,  as in moronic filth .  ","you peopl , as in moron filth .",['You people as in moronic filth'],1,[6],6
3906,1,20120609200647Z," All these evangelists are nothing more than money hustlers who take the weak of mind is money .  I say if you are that stupid ,  you deserve to lose your money to them .  ","all these evangelist are noth more than money hustler who take the weak of mind is money . i say if you are that stupid , you deserv to lose your money to them .","['All these evangelists are nothing more than money hustlers who take the weak of mind is money', 'I say if you are that stupid you deserve to lose your money to them']",2,"[17, 15]",17
3907,0,20120529151807Z," Maybe we ,  the majority who are able to stick to the rules of these boards ,  should act together to get rid of the trouble malkers .  All it takes is 8 people to flag a comment for it to be removed and if the same people keep getting flagged ,  eventually the moderators will act .  Enough people have liked my comment to show that there are plenty who feel the same way as me .  If we work together ,  we can get these boards back to the way they once were .  ","mayb we , the major who are abl to stick to the rule of these board , should act togeth to get rid of the troubl malker . all it take is 8 peopl to flag a comment for it to be remov and if the same peopl keep get flag , eventu the moder will act . enough peopl have like my comment to show that there are plenti who feel the same way as me . if we work togeth , we can get these board back to the way they onc were .","['Maybe we the majority who are able to stick to the rules of these boards should act together to get rid of the trouble malkers', 'All it takes is 8 people to flag a comment for it to be removed and if the same people keep getting flagged eventually the moderators will act', 'Enough people have liked my comment to show that there are plenty who feel the same way as me', 'If we work together we can get these boards back to the way they once were']",4,"[25, 28, 19, 16]",28
3908,1,20120609212303Z, Other ?  A virus is not an organism you idiot .  It is a particle .  This is why we think you are stupid .  ,other ? a virus is not an organ you idiot . it is a particl . this is whi we think you are stupid .,"['Other', 'A virus is not an organism you idiot', 'It is a particle', 'This is why we think you are stupid']",4,"[1, 8, 4, 8]",8
3909,1,20120619153913Z," OBFan .  Why are you on this board ??  If you do not know that the Senate brings up the bill ,  AMENDS it and then votes on it ,  you really should be on the cartoon board not here .  But do not feel bad ,  most people that support OB are just as dim as you are .  ","obfan . whi are you on this board ?? if you do not know that the senat bring up the bill , amend it and then vote on it , you realli should be on the cartoon board not here . but do not feel bad , most peopl that support ob are just as dim as you are .","['OBFan', 'Why are you on this board', 'If you do not know that the Senate brings up the bill AMENDS it and then votes on it you really should be on the cartoon board not here', 'But do not feel bad most people that support OB are just as dim as you are']",4,"[1, 6, 29, 17]",29
3910,0,," Number one ,  do not fret over weak Republicans .  Number two ,  I have never seen people so pumped up for the election ,  they see the major error in voting for Obama and are chomping at the bit to correct that.Number three ,  simply vote the incumbent Republicans out ,  I have numerous ones in mind that I will send direct cash to their Republican opponents campaign.It doesn t even matter what these opponents are as long as they are verifiable in their intentions.We had a hoot with the last crop we sent in ,  looking for more bang for the buck in 2012.It takes multiple elections ,  so be it.Number four ,  please man ,  all caps is just lame .  ","number one , do not fret over weak republican . number two , i have never seen peopl so pump up for the elect , they see the major error in vote for obama and are chomp at the bit to correct that.numb three , simpli vote the incumb republican out , i have numer one in mind that i will send direct cash to their republican oppon campaign.it doesn t even matter what these oppon are as long as they are verifi in their intentions.w had a hoot with the last crop we sent in , look for more bang for the buck in 2012.it take multipl elect , so be it.numb four , pleas man , all cap is just lame .","['Number one do not fret over weak Republicans', 'Number two I have never seen people so pumped up for the election they see the major error in voting for Obama and are chomping at the bit to correct that', 'Number three simply vote the incumbent Republicans out I have numerous ones in mind that I will send direct cash to their Republican opponents campaign', 'It doesn t even matter what these opponents are as long as they are verifiable in their intentions', 'We had a hoot with the last crop we sent in looking for more bang for the buck in 2012', 'It takes multiple elections so be it', 'Number four please man all caps is just lame']",7,"[8, 31, 25, 18, 20, 7, 9]",31
3911,0,20120610155951Z," I can not bash you on the fact you get to spend your time around (usually) attractive ,  (generally) unintelligent females (at least around here they are ,  usually give damn good head ,  though) .  However ,  most of the male cheerleaders I know are skinny SOBs ,  same with the chicks .  Throwing a hundred and fifty pound dude in the air ,  or a hundred and twenty pound chick ,  is not the same as pushing/pulling around a three or four (or more) hundred pound barbell .  So please ,  you have got what you do ,  we have got what we do .  Don t act fucking superior and most of us wont either .  ","i can not bash you on the fact you get to spend your time around (usually) attract , (generally) unintellig femal (at least around here they are , usual give damn good head , though) . howev , most of the male cheerlead i know are skinni sob , same with the chick . throw a hundr and fifti pound dude in the air , or a hundr and twenti pound chick , is not the same as pushing/pul around a three or four (or more) hundr pound barbel . so pleas , you have got what you do , we have got what we do . don t act fuck superior and most of us wont either .","['I can not bash you on the fact you get to spend your time around', 'usually', 'attractive', 'generally', 'unintelligent females', 'at least around here they are usually give damn good head though', 'However most of the male cheerleaders I know are skinny SOBs same with the chicks', 'Throwing a hundred and fifty pound dude in the air or a hundred and twenty pound chick is not the same as pushing pulling around a three or four', 'or more', 'hundred pound barbell', 'So please you have got what you do we have got what we do', 'Don t act fucking superior and most of us wont either']",12,"[15, 1, 1, 1, 2, 12, 15, 29, 2, 3, 14, 11]",29
3912,0,, absolutely ridiculous how many women tenors are there ??  ,absolut ridicul how mani women tenor are there ??,['absolutely ridiculous how many women tenors are there'],1,[8],8
3913,0,," Extremist #1 : I am tired of people meddling in mideastern affairs .  Extremist #2 : Me ,  too ..  Let\ is go blow up somebody in Thailand ..  That should stop it . .  ","extremist #1 : i am tire of peopl meddl in mideastern affair . extremist #2 : me , too .. let\ is go blow up somebodi in thailand .. that should stop it . .","['Extremist #1', 'I am tired of people meddling in mideastern affairs', 'Extremist #2', 'Me too', 'Let is go blow up somebody in Thailand', 'That should stop it']",6,"[2, 9, 2, 2, 8, 4]",9
3914,0,20120611150204Z, HAHAHAHAA LOOK AT THE WHITE BOY IN THE CAR WHEN HE SAID YOU CANT FUCK WITH ME ,hahahahaa look at the white boy in the car when he said you cant fuck with me,['HAHAHAHAA LOOK AT THE WHITE BOY IN THE CAR WHEN HE SAID YOU CANT FUCK WITH ME'],1,[17],17
3915,1,20120620002507Z," Fuck that..you force someone to be raped repeatedly every god damn day so your lazy ass can avoid getting a real job ,  beat her ,  imprison her ,  etc etc etc .  and yeah every great boyfriend lets their girlfriend turn tricks you are fuck sick ,  your mental with this way of thinking .  I guess she is out of business if the next pimp knows they are dead man walking..lol ..  you have got to be joking you can not really be related to this scum bag ,  may he burn in hell .  ","fuck that..you forc someon to be rape repeat everi god damn day so your lazi ass can avoid get a real job , beat her , imprison her , etc etc etc . and yeah everi great boyfriend let their girlfriend turn trick you are fuck sick , your mental with this way of think . i guess she is out of busi if the next pimp know they are dead man walking..lol .. you have got to be joke you can not realli be relat to this scum bag , may he burn in hell .","['Fuck that', 'you force someone to be raped repeatedly every god damn day so your lazy ass can avoid getting a real job beat her imprison her etc etc etc', 'and yeah every great boyfriend lets their girlfriend turn tricks you are fuck sick your mental with this way of thinking', 'I guess she is out of business if the next pimp knows they are dead man walking', 'lol', 'you have got to be joking you can not really be related to this scum bag may he burn in hell']",6,"[2, 28, 21, 17, 1, 21]",28
3916,1,20120619170327Z, accused but not charged or convicted .  you libbies make me laugh .  especially you dimwit .  you are a copy and paste monkey .  ,accus but not charg or convict . you libbi make me laugh . especi you dimwit . you are a copi and past monkey .,"['accused but not charged or convicted', 'you libbies make me laugh', 'especially you dimwit', 'you are a copy and paste monkey']",4,"[6, 5, 3, 7]",7
3917,0,20120619192544Z, No shit !  ,no shit !,['No shit'],1,[2],2
3918,0,20120610042233Z," clark just needs to stop pushing and pulling on her and just let her go ,  dont hate lana just because shes prettier then u ","clark just need to stop push and pull on her and just let her go , dont hate lana just becaus shes prettier then u",['clark just needs to stop pushing and pulling on her and just let her go dont hate lana just because shes prettier then u'],1,[24],24
3919,1,20120610154957Z, faggot ,faggot,['faggot'],1,[1],1
3920,1,20120530140143Z, You really should be like the other Lemmings and jump off a cliff .  ,you realli should be like the other lem and jump off a cliff .,['You really should be like the other Lemmings and jump off a cliff'],1,[13],13
3921,0,20120609221726Z, by your logic also legalize Heroin .  ,by your logic also legal heroin .,['by your logic also legalize Heroin'],1,[6],6
3922,0,, The G.O.P .  can cry all they want but ther the ones that screwed up by linking all three of these programs together if they separate them now it will be a political disaster for them they will piss off the unemployed the doctors and the seniors .  The G.O.P.needs to suck it up pass the bill with all three programs until the end of the year .  And let everybody know that this is the last of these programs .  And that it will not even come for a vote again .  That way everybody has 10 months to get there affairs in order by the time this ends .  And congress both Democrats and the G.O.P .  needs to spend the next 10 months working on there competence ethics .  ,the g.o.p . can cri all they want but ther the one that screw up by link all three of these program togeth if they separ them now it will be a polit disast for them they will piss off the unemploy the doctor and the senior . the g.o.p.ne to suck it up pass the bill with all three program until the end of the year . and let everybodi know that this is the last of these program . and that it will not even come for a vote again . that way everybodi has 10 month to get there affair in order by the time this end . and congress both democrat and the g.o.p . need to spend the next 10 month work on there compet ethic .,"['The G', 'O', 'P', 'can cry all they want but ther the ones that screwed up by linking all three of these programs together if they separate them now it will be a political disaster for them they will piss off the unemployed the doctors and the seniors', 'The G', 'O', 'P', 'needs to suck it up pass the bill with all three programs until the end of the year', 'And let everybody know that this is the last of these programs', 'And that it will not even come for a vote again', 'That way everybody has 10 months to get there affairs in order by the time this ends', 'And congress both Democrats and the G', 'O', 'P', 'needs to spend the next 10 months working on there competence ethics']",15,"[2, 1, 1, 44, 2, 1, 1, 18, 12, 11, 17, 7, 1, 1, 12]",44
3923,0,, _hashtag_ In a nutshell : ) ,_hashtag_ in a nutshel : ),['_hashtag_ In a nutshell'],1,[4],4
3924,1,20120530010840Z," _hashtag_disqus LaRaza (The Race) ,  NBP .  Nation of Islam ,  Aztlan to name a few are very racist and very left wing .  You guys are just scared to call out a black person or a hispanic for racism .  I am not scared to call it like I see it .  It is easy to attack whites because it makes you feel good about yourself ,  you think the minorities will like you if you attack whites too .  Be freaking honest with yourself .  This has to be one of your dumbest replies ever Crissa .  I view the world through the eyes of a Native American as you liberals labeled us .  All I see is a self loathing person who wants to feel good about herself and have others like her because she cares . Still all I see is a person who sits on land once hunted and lived upon by the native peoples .  How many thousands of Indians died so you can live where you live and feel good about yourself ?  Your second sentence makes no sense ,  because even my staunchest enemies never accuse me broad brushing .  When I attack ,  I am very specific about my targets .  ","_hashtag_disqus laraza (the race) , nbp . nation of islam , aztlan to name a few are veri racist and veri left wing . you guy are just scare to call out a black person or a hispan for racism . i am not scare to call it like i see it . it is easi to attack white becaus it make you feel good about yourself , you think the minor will like you if you attack white too . be freak honest with yourself . this has to be one of your dumbest repli ever crissa . i view the world through the eye of a nativ american as you liber label us . all i see is a self loath person who want to feel good about herself and have other like her becaus she care . still all i see is a person who sit on land onc hunt and live upon by the nativ peopl . how mani thousand of indian die so you can live where you live and feel good about yourself ? your second sentenc make no sens , becaus even my staunchest enemi never accus me broad brush . when i attack , i am veri specif about my target .","['_hashtag_disqus LaRaza', 'The Race', 'NBP', 'Nation of Islam Aztlan to name a few are very racist and very left wing', 'You guys are just scared to call out a black person or a hispanic for racism', 'I am not scared to call it like I see it', 'It is easy to attack whites because it makes you feel good about yourself you think the minorities will like you if you attack whites too', 'Be freaking honest with yourself', 'This has to be one of your dumbest replies ever Crissa', 'I view the world through the eyes of a Native American as you liberals labeled us', 'All I see is a self loathing person who wants to feel good about herself and have others like her because she cares', 'Still all I see is a person who sits on land once hunted and lived upon by the native peoples', 'How many thousands of Indians died so you can live where you live and feel good about yourself', 'Your second sentence makes no sense because even my staunchest enemies never accuse me broad brushing', 'When I attack I am very specific about my targets']",15,"[2, 2, 1, 15, 16, 11, 26, 5, 11, 16, 23, 20, 18, 16, 10]",26
3925,0,," Hey ,  if the Republicans are determined to stake out the territory of things really suck , they\\ are welcome to it .  Should make an attractive selling feature for their 2012 nominee .  ","hey , if the republican are determin to stake out the territori of thing realli suck , they\\ are welcom to it . should make an attract sell featur for their 2012 nomine .","['Hey if the Republicans are determined to stake out the territory of things really suck they are welcome to it', 'Should make an attractive selling feature for their 2012 nominee']",2,"[20, 10]",20
3926,0,20120527153826Z," Nah .  Good folks there ,  good music POURS from that place ..  do not let a couple of douchebags shape your view .  ","nah . good folk there , good music pour from that place .. do not let a coupl of douchebag shape your view .","['Nah', 'Good folks there good music POURS from that place', 'do not let a couple of douchebags shape your view']",3,"[1, 9, 10]",10
